original_id,original
4721,"Sagt nach mahl, sie seye ohn lengst dar bey necht durchgegangen, und aber seyendt ihr deß müllers künder unbekandt."
4722,"Bey Ulrich Schwatz wölt sie anfangs nit bekhandtlich sein, über nacht gelegen zu sein."
4723,"Da sie doch hernach gesteht, da selbsten übernacht gelägen zu sein."
4724,"Betreffendt den Hanßen Folman ist khandlich , ihme henschen zu kauffen getragen zu haben, das sie sich auch beim selbigen beim fenster zu gesessen unnd aber den selbigen nit will mit den henden uff die achslen , sonders mit den henschen uff die hufft geschlagen zu haben."
4725,Und hernach bey den hossen allein will den Follman berierdt haben.
4726,"Stelt sich in der tortur als ob sie schlaffendt unnd übel hörendt wü w erre und begert, man solle ihr ein beichtvatter , sich zu beichten , zu kommen verlaßen."
4727,Bittet her d emnach gott und einer gnädigen oberkeit umb verzeichung .
4728,"Burger Blutgericht Franceoise Zosso , die bekendt hatt, vor ungefahrlich ½ jahr sich dem bößen feindt , Grabiez genant, ergeben unnd dem allmächtigen gott abgesagt zu haben."
4729,"Neben dem mit dem jenen pulver , so ihr meister ihren zugestelt, 2 schwyn uff dem berg la Barrataz maleficiert unnd verschaffen , das ein mahl die senn uff selbigem berg nit haben den nachschnidt formieren können."
4730,"Wardt von sollicher mißhandlungen halber dahin verfölt , das sie solle neben confiscationen ihrer wenigen güttern lebendig in das füwr geworffen, bevor aber geschleipfft werden."
4731,"Uß gnaden ist sie der schleipffen erlassen, unnd das sie solle mit dem kalten streich hingericht unnd nachmahls in das füwr geworffen werden."
4732,Hiemit begnade gott die seellen.
4733,"Dieser Abschnitt betrifft Anni Schueller , die Grosse."
4734,SSRQ FR I/2/8 144.2-1 .
4735,"Tichtli Käß Gutschman alias Putta Clauda soll an den zendtner geschlagen unnd darüber pynlich erfragt werden, allwylen daß examen wider sie wyttlaüffig."
4736,"Thurn , den 8 ten novembris 1649 H r großweibel Gemeint ist Franz Peter Vonderweid ."
4737,"H r burgermeister Gottrauw Junker Niclauß Reyff Junker Reyff , h r Cattella Tichtli Götschman mit dem großen stein drey mahl uffgezogen , und durch meine herren des gerichts examiniert, will einiger mißhandlung und unthat anredt noch be khandlich sein."
4738,Bittet gott und ein gnädige oberkheit in demut umb verzeichung .
4739,"Der nächste Abschnitt betrifft den Prozess gegen Anni Schueller , die Grosse."
4740,Ist des landts mit dem eydt verwissen .
4741,Gefangne Tichtli Götschman alias Putta Clauda hatt den zendtner außgestanden ohne einiche bekhandtnuß .
4742,"Vermeldend , sie sye der häxery , deren sie be klagt, unschuldig."
4743,Biß uff wyttere fürsehung unnd bericht werde mit ihren yngehalten.
4744,SSRQ FR I/2/8 144.4-1 .
4745,"Gefangne Die ersten Abschnitte betreffen Anni Schueller , die Grosse, ihre jüngere Schwester Anni Schueller , die Kleine, Anni Dumont und Clauda Jacquat ."
4746,"SSRQ FR I/2/8 144.7-1 , SSRQ FR I/2/8 146.3-1 und SSRQ FR I/2/8 145.4-1 ."
4747,"Putta Claudaz , die das keyßerlich recht außgestanden ohne einiche be kandtnuß , wylen sie der strudlery verdächtig, ist ewigklich vereidet worden."
4748,"Trini Babst , die nach außgestandner tortur des keyßerlichen rechtens unnd volgendts dry stundt an der zwehellen gehangen ohne bekandtnuß , in ihrer behausung confiniert , sie aber darwider gehandlet unnd solche con fination übersehen ."
4749,"Deßwegen soll sie, wylen sie sich der erlangten gnad un würdig gemacht, ewigklich verwißen syn."
4750,"Gefangne Elsi Zosso zu Didingen gebührtig, ein verdachte häx mit dem lehren seill ohne einiche bekandtnuß pynlich erfragt."
4751,"Soll durch den nachrichter gerasiert unndt ihren andere, geweihete kleidungen angezogen unnd mit dem halben zehndner getor turiert werden."
4752,"Examen Trini Babsts In welchem starke realiteten sind, ob habe sie häxische handtlung begangen."
4753,"Sie soll ans lehre follterseill geschlagen, bevor aber füglich examiniert werden."
4754,"Thurn , den dito Das Verhör fand am 7."
4755,Oktober 1649 statt.
4756,H r großweibel Gemeint ist Franz Peter Vonderweid .
4757,H r burgermeister Gemeint ist Franz Karl Gottrau .
4758,"H r Wild , hr Aman Junker Reyff , h r Cattilla Cathrina Babst von Tentlingen , welche der hexeri verdacht, durch meine herren des gericht exami niert und 3 mahl am lehren seil uff gezogen ."
4759,"Bekhendt zwar, gewißen horn oder i große schnecken, so von S t Jacob herkommen und hergebracht worden vor 50 jaren durch einen bilger , so 17 mahl zu Sant Jacob geweßen, gehabt zu haben , welcher die selbige seinen elteren verehrt ."
4760,"Und habe der selbig ihnen ange zeigt, daß zu Compostel und der orten die selbige wider das ungewitter gebraucht werden."
4761,"Hate zwar sich als übel hörendt gestelt, und aber hernach woll gehört."
4762,"Sagt, sie seye zwar vor 4 jaren allein des horns wegen schon gefängklich eingezogen , worden und aber des halben auch nach gethaner examination widerumb ledig gelaßen worden Vgl."
4763,SSRQ FR I/2/8 119.0-1 .
4764,Verneinet alle andere ihr fürgehaltne artickel.
4765,Hiemit bittet gott und ein gnädige oberkheit umb verzeiung .
4766,"Thurn , den dito, presentibus supradictis Elsi Zosso ist 3 drey mahl mit dem kleinen stein uffgezogen und durch meine herren des gerichts examiniert."
4767,"In dem sie gesagt, sie habe des müllers Stutzes künder niemahlen gesehen, vari ert die selbige, dan sie gleich hernach angezeigt, es seye lange zeytt, das sy sie gesehen hab, do die mutter der kündern in Reyssus Mülli Dieser Ort ist nicht zu identifizieren."
4768,SSRQ FR I/2/8 142.3-1 .
4769,"kündts gelegen Gemeint ist, dass die Frau im Kindbett lag."
4770,"Verneinet, den kündern nachgefragt zu haben."
4771,"Stelt sich gehörloß , und als sie durch meine herren des gerichts erfragt, wie lang es sein möchte, dass sie sich vom bößen feindt habe verfiehren laßen, hat geantwortet, sie wisse die zeytt nit."
4772,"Und da sie dariber ernstigklich erfragt worden, sagt, habe vermeint, man erfrage sie d ie er zeytt, so Hanß Folman mit todt seye abgangen."
4773,Hat alzeytt uff die fürgehaltne puncten extravagiert und niemahlen mit Satan antwort begegnen wollen.
4774,"Sonders jeder willen sich gestelt, ob sie es nit hörte."
4775,Oder als hete sie die proponierte artikel nit recht verstanden.
4776,"Dariber der meister scharpffrichter , welcher ihr das zeichen uff dem haubt gefunden hat, mit einer nadlen tieff in das zeichen gestochen, ohne das sie einiges zeichen der empfindligkheit von sich geben hete."
4777,"Volgendt ein gutte weil die selbige darein stekendt gelaßen, alles in beyweßen meine herren des gericht."
4778,Daryber sie ernstlich examiniert worden.
4779,"Will aber keines wegs bekhennen , das sie ein unholdin seye."
4780,Bittet gott und ein gnädige oberkeit umb verzeihung .
4781,"Trini Bapst lehr uffgezogen , die in kheiner strudlerischen mißhandlung will schuldig syn, ohngeacht starckhe muthmassungen in examine vorhanden, ob seye sie ein unholdin ."
4782,"Man soll di mit diser frauwen ynhalten, biß die nachgeschribne gefangne den zehndner außgestanden."
4783,Nachwerths werde mit dem kleinen stein gefolteret .
4784,"Elsi Zosso , die sich nach befinden des nachrichters uff dem kopff zeichnet befindt unndt gar nichts bekennen will."
4785,Soll mit dem zehndtner härgenom en unnd gefolteret werden.
4786,"Thurn , den 8 ten octobris 1649 Herr großweibel Gemeint ist Franz Peter Vonderweid ."
4787,"H r Frantz Carle Gottrauw , burgermeister H r Jost Amman Her Cattilla , junker Reyff Elsi Zosso , welche 3 mahl mit dem großen stein uffgezogen und torturiert worden , ist durch meine herren des gerichts ernstlich exami niert worden."
4788,Will aber sich keineswegs zu keiner bekhandtnuß anlaßen.
4789,"Hat uff die fragstucken, ohne das an ihr ein schweres gehör wurde vermerkt, ordenlich geantwortet; und aber gleich hernach sich gestelt, ob were sie eines schweren gehör."
4790,Also daß sie nach wolgefahlen übel oder woll hört.
4791,"Sagt anfangs, sie seye des bösen feindts niemahlen ansichtig worden."
4792,"Wiße auch nit, ob sie gezeichnet."
4793,"Zwar habe ihr der scharpffrichter , wie sie uff dem haubt gezeichnet were, vermeldt , welches aber gedachter scharpffrichter verneinet und sagt, habe wie er ihr zwar das zeichen gefunden zu haben angemelt, habe u nd aber das orth mit nichten angezeigt habe."
4794,"Dariber ist sie nach mahlen ersucht worden, wie es mit dem zeichen ergangen were."
4795,"Und als man ernstlich per quiriert , hat sie vermelt , es möchte woll sein, das sie uff dem haubt gezeichnet were, wiße es aber nit woll."
4796,"Do dan meine herren des gerichts veranlaßet worden, sie zu fragen und da hin zu bringen, daß sie mit ja oder nein begegnen thäte oder solte, ob sie gezeichnet were uff dem kopff, hat also endlich bekhendt Ja ."
4797,"Dafür aber gleich hernach widerumb gesagt, wie es ihr eben nit woll bewust."
4798,"Endlichen, als sich mein wolgeehrter herr burgermeister ernstlich die selbige, volgendts auch fründlich er sucht fragt und ihr vermeldt , solle die säligkeit behärtzigen, dem bößen feindt absagen, und der barmhertz igkheit gottes vertrauwen und die warheit an tag bringen, hat sie nachmahlen bekhendt , das sie uff dem kopff gezeichnet, und aber absage sie dem bößen feindt ."
4799,"Und Als sie fehrners befragt, ob sie sich vor lang u o der kurtzen zeytt dem bößen geist ergeben , hat sie geantwortet, es sey unlengst vor ohngefähr einen monat dißen herbst , da sie uff gewißer zelg bey Tentlingen heitern tags befunden, sey ihr als damahlen der böße feindt in menschlicher gestalt grien bekleidt, mit kurtze ungestaltne (und wie sie gesagt) mit affentirige füeß namens Krätzli erschinnen."
4800,"Da er sie erfragt, ob sie sich ihm e ergeben wolle."
4801,"De me n sie anfangs abgewissen und in seinem begeren nit wöllen inwilligen, und aber endlich sich dem bößen feindt danoch ergeben ."
4802,Der sie seines ihres geduncknuß da mahl uff dem haubt gezeichnet.
4803,"Habe doch aber gott den almechtigen nit verlaugnet , den selbigen und ein gnädige oberkheit bittet sie umb verzeichung ."
4804,", presentibus supra dictis Catharina Käßer , des deren man Niclauß Babst von Tentlingen , drey mahl mit dem kleinen stein uffgezogen und durch meine herren des gericht examiniert."
4805,"Bekhendt zwar, das Balti mit einem anderen, so ein sehr ihr zugehörige khuo kauffen wollen, besichtiget, und aber sie da mahl nit will ihn beriert haben."
4806,"Gesteht, der kürchen zu Gyffers wegen 9  capitals järlichen zünßes ii bz i  schuldig zu sein, welchen zünß ihr eheman uff der liechtmeistern abforderung jederwillen ist abgericht und bezahlt worden."
4807,"Also will keines wegs bekhandtlich sein, das sie umb an gelangter bezahlung des ußstehenden zünses getröuwet habe , vilweniger des wegen ein pferdt oder stutten ( salvo honore ) inficiert habe."
4808,"Dem Petteren Rummu gesteht sie, ein kuho 3 wuchen lang, als er überflissiges krautt hete, umb i  und 2 ℔ anckens verlichen zu haben , die er ihr in 5 tagen allein behalten und sie zu ruck gesandt hat."
4809,Die weillen sie ein tag umb den anderen mülch gabe.
4810,"Verlaugnet gentzlich, die khuo bey ankunfft gemolchen zu haben."
4811,"Bekhendt , wie auß entstandtnem gezepell mit Baltis frauwen wegen etlicher schaffen wegen zwar hex seye gescholten worden."
4812,"Habe der selbigen aber auch rethorsion weis auch hechs hex Es ist unklar, ob die Korrektur in dieser Reihenfolge stattfand."
4813,gesagt.
4814,Der übrig en ihr fürgehaltnen articlen steht sie in gentzlicher abredt und bittet gott und ein gnädige oberkeit umb verzeichung .
4815,"Gefangne Elsi Zosso bekhendt , daß sie dem bößen feind gehuldiget unnd von ihme gezeichnet zu syn."
4816,"Will aber nit anred syn , gott verlaugnet zu haben."
4817,Soll an die zwechelen 3 stund lang geschlagen werden biß montag.
4818,"Cathry Käß er , des Babsts hußfrauw, will nichts bekhennen ."
4819,"Derentwegen soll man noch wyttere zügen verhören unnd sie ynstellen, biß die Zossina gerechtfertiget sye."
4820,"Thurn , den 11 ten octobriß 1649 H r aman Fleischman H r burgermeister Gottrauw H r Jost Amman Junker Reyff , h r Cattilla Elsi Zosso , welche 3 stundt an der zweheln gehangen und durch meine herren des gericht examiniert, hat, eher sie an der tortur geschlagen, freüwillig be khendt , so sie zwar anfangs verneinen wollen, den abgestorbnen Hanßen Folman mit anblaßen infici ert zu haben, welcher in acht tagen hernach gestorben."
4821,"Welche unthat sie sehr berüwet , inwillen sie nit ver meint meint, das er des wegen solte mit d t odt abgehn, sonders allein erkräncken ."
4822,"Bekhent auch nochmahlen, wie sie sich dem bößen feindt ergeben vor 14 jaren , und gott verlaugnet zu haben , als er ihr uff einer zelg obenthalb Gyffers in men schlicher gestalt, grien bekleidt, ohne huot , mit kurtzen und ungestaltnen füeßen erschünen."
4823,Den sie geküst und volgendts ihme gehuldiget .
4824,"Un D er dan sie gezeichnet uff dem haubt und mit ihr do mahl die unzucht ge ver bracht, den sie gar kalt empfunden."
4825,"Der selb habe ihr gelt zu geben versprochen, wie dan er ihr domahl und auch andere mahlen geben , welches sie aber hernach nur laub befunden."
4826,Ha Ist des Hanßen Folmanß durch ihr anblaßen zugeschaff nen und verursachten todts zum driten mahl an redt we un d bekhandtlich geweßen.
4827,"Mitt einem stäckli, so ihr der böße feindt geben, bekhendt sie, 3 mahl den hagel gemacht zu haben vor ohngefahr 6 jaren ."
4828,"Das erstmahl oben innerseits Gyffers , da sie aber hernach alle 3 mahl sagt, bey einem bächli uff der almendt nechst bey Willer verursachet gemacht zu haben."
4829,"Daselbst sich der böß geist befunden, als sie den hagel zu machen 2 mahl in das wasser mit der ruotten geschlagen, welcher dan auch gleich hernach verschwunden, und aber der hagel ½ stundt hernach enstanden, welcher an jenigen ohrten, wo sie den selbigen haben wollen, geschlagen; zu gleich ihr hanff , alß sie ihn uff Gyffers , Tentlingen gerichtet, zerschlagen."
4830,"Ferners hat sie gesagt, alß sie sich in dem bößen geist ergeben , habe er ihr pulffer in einem papier geben, dem viech zu vergeben ."
4831,Welches sie anfangs wolte hingeworffen haben.
4832,"Und aber hat sie bekhendt , auß antrib des bößen feindt mit selbigen pulffer (als sie zu Tentlingen deß selbigen etlichen hennen fürgeworffen) 2 seiner eignen hennen und seinen nachpauren ein e verderbt und hingericht zu haben."
4833,"Und dan auch 2 h g ensen , so uff der almendt werendt, inficiert , darvon sie verdorben ."
4834,"Uff der gas sen habe sie zu Tentlingen dem klein guott des staubs vorgesprengt und gestreüwt, darvon dan 2 stuck verfahlen ."
4835,In gleüchem habe sie ein kälbli uff der almendt daselbsten mit dem pulffer hingericht.
4836,"Den hagel sagt, sie habe die sie uff Gyffers und Tentlingen und daselbst herumb verschickt."
4837,"Mehrers bekhendt sie, 3 mahl bey obgemelten bächli, so die almendt bey Wyller durchfliest, tags in der seckt geweßen zu sein, daselbst ihr meister der Kretzli mit einer gigen uffgemacht , und die anwesenden (die gespenster geweßen) domahlen gedantzet."
4838,"Wie dan sie auch bekhandlich , mit einem gedantzt zu haben, der ihres erachtens grien bekleidt geweßen, mit kurtze fieß und gestümlete füeß."
4839,"Bey welchem dantzen in der seckt sie gesehen und erkhendt hat, die Clauda bim den Fahl , welche auch ein wittwen und eines zimlichen alters sey, die ein einitzig tochter habe."
4840,"Mehr die Franscheischa Zossona uff dem Berg , auch wittwen, deren eheman Petter Zosso schon vor lengst d t odts verblichen."
4841,"Und endlichen noch ein andere namens Franscheyscha Hugina bey der V F este , eines mitelmessigen alters, deren eheman Hugi genandt ware und aber auch mit todt abgangen."
4842,"Welche 3 weiber, sagt sie, haben sich in der seckt bey gemeltem bach uff der almendt zu ander mahl befunden, welche zwar nit gedantzet, sonders allein zu gesehen."
4843,"Sagt, wie sie fehrners in der sect spißen, brott, fleisch und wein gehabt, welche ihr sehr ungeschmackt und p itter ge wesen dunkt ."
4844,"Endlichen hat sie auch bekhendt , wie die Cathrin Babst und obge melte Clauda bey dem Fahl und sie bey mehr d g edachtem bach zusamen khommen."
4845,"Daselbst sie dan samenhafft diß jar den hagel gemacht, so in der gegne dortrumb geschlagen."
4846,Bitt gott ihr müßhandlungen halben und auch ein gnädige oberkheit gantzen instendigklich umb verzeichung .
4847,SSRQ FR I/2/8 143.1-1 SSRQ FR I/2/8 143.2-1 SSRQ FR I/2/8 143.3-1 SSRQ FR I/2/8 143.4-1 SSRQ FR I/2/8 143.5-1 SSRQ FR I/2/8 143.6-1 SSRQ FR I/2/8 143.7-1 SSRQ FR I/2/8 143.8-1 SSRQ FR I/2/8 143.9-1 SSRQ FR I/2/8 143.10-1 SSRQ FR I/2/8 143.11-1
4848,Gefangne Die ersten Abschnitte betreffen Elsi Fontana-Zosso und Catherine Bapst-Käser .
4849,SSRQ FR I/2/8 142.10-1 .
4850,"Ein andere gwüsse, der hexery verdachte frauw Gemeint ist Elisabeth Droz ."
4851,", die albereith gefäncklich ynligt, wider die soll ein formbklich examen uffge nommen und darüber hin examiniert werden."
4852,"Thurn , den 21 ten octobris 1649 H r großweibel Gemeint ist Franz Peter Vonderweid ."
4853,"H r burgermeister Gottrauw , h r oberster von Peroman Elisabet Drau durch meine heren des gerichts examiniert, sagt, das die durch sie angebne hinder Bern weiber frembde seyendt, wie dan die Pitschiergraberin unnd gewisse Cristini , so bey gewissem tromenschlager gewohnt von Wabern , die doch mit dem eydt des landts verwißen worden."
4854,"Betreffent die Zchinnili und andere da selbst geborne habe sie zwar gedunckt, gesehen zu haben in der seckt , hat doch endtlich die selbige gar entschlagen , wie dan auch nach mahlen die frauw Fryschherztin ."
4855,Bittet gott und ein gnädige oberkheit gantz demütig umb verzeichung .
4856,Ist den 23 ten octobris 1649 zu feüwr lebendig condamniert worden.
4857,"Auß gewißen bedencken jedoch h i hr die gnadt ertheilt, das sie zu vor an beden armen zwey mahl gefetzt mit glüenden zangen und volgendts stranguliert wurdt."
4858,"Ce passage se trouve dans la marge de gauche, au début du procès-verbal de l’interrogatoire, à la p. 77."
4859,"Blutgericht Elisabeth Drau hinder Nüwenburg gebührtig, die gott den herrn verlaugnet , alhier unnd in anderen orthen leüth unnd veech maleficiert unnd den todt angericht."
4860,"Ist dahin verfölt worden, das sie solle geschleipfft unnd lebendig verbrent werden."
4861,"Auch ihre gütter den jenen herren, hinder wessen völliger jurisdiction sie sich befinden, confisquiert unnd heimgefallen syn."
4862,"Uß h g naden aber wardt sie der schleipfen erlaßen, also das sie solle uff einem tummerli hinuß geführt, v b y der richtstatt uff ein blockleiteren gebunden, an den armen mit ysenen glüenden zangen mit 2 griffen zer unnd lebendig in das füwr gestürtzt werden an den armen mit glüenden zangen mit 2 griff zerfätzt , härnach stranguliert unnd in das füwr geworffen werden."
4863,"Thurn , den 12 ten octobris 1649 H r burgermeister Gottrauw H r Amman H r Catilla , junker Reyff Die ersten beiden Verhöre betreffen Elsi Fontana-Zosso und Catherine Bapst-Käser ."
4864,SSRQ FR I/2/8 142.11-1 .
4865,"Käller , presentibus supradictis Ellisabeth Drau de Couvet , du Vauldtravert , estant examinee par messieurs du droict d p our quel subject elle estoit incarceree, dit que cest pour mensonges q’un luy impute, marye et desplaisante qu’elle seroit d’estre de telle condition, qu’un la n soubsone."
4866,"Confesse avoier esté detenue dans les prisons de Berne 8 jour , ou estant esté aplicquee a la question et torturee avec la petite piere sur certaines soubsons d’avoier maleficié un enfant de Lutenburger et une feme au Kreitzgassen , se que ne s’estant trové, feut liberé, et que si bien le grandsaultier de Berne luy dit aprés la question de s’absenter du pays de Berne ."
4867,"Si partant n’ast elle heu le serement, dit avoier demouré a Berne 4 ou 5 ans , et ici environ deux ans , s’estant retiré sur Lé Places , vers la porte des Estans , chez la Tizina ."
4868,Denege tous aultres pointz et demande a Dieux et Leurs Exellences bien humblement pardon.
4869,Gefangne Der erste Abschnitt betrifft Elsi Fontana-Zosso und Catherine Bapst-Käser .
4870,SSRQ FR I/2/8 142.12-1 .
4871,"Elisabeth Drau von Couvet , Nüwenburger gebieths , wider welche ein examen uffgenommen worden, darby sich zimbliche realiteten befinden, ob wäre sie ein unholdin ."
4872,Sie auch uff solchen argwohn zu Bern gefangen unnd gefolteret worden.
4873,Sie soll über die inquisition examiniert unnd nachwerths dry mahl lehr uffgezogen werden.
4874,"H r burgermeister Gottrauw H r von Montenach H r Cattilla , junker Reyff Elisabeth Drau estant applicqué trois fois a la question par la simple corde et exam inee par messieurs du droict, d’abort tout points a elle proposé denege , et ne voloit estre d’ aulcune chose confessante ."
4875,"Mais estant applicquee a la question , confesse que se trovant en un village vers Ensishein ou Engesen , ou il n’avoit persone, se trovant de nuict la toute s d esolee et comb lee de regret de la perte de son mary, qu’elle avoit faict en l’armé, d’ou elle en estoit fraichement sortie, ou esgarée ; et estant il e c entree dans une maison, ou persone n’estoit, le maling esprit luy apparut il a lors, il ast environ 6 ans , nomé Peterli , tout noir, le quel luy offrit de doner d’argent et l’enrichir, au quel d’abord ne fust refusat son argent et ne volut condescendre a sa de mande de se rendre a luy, et, ayant faict le seigne de la croy, disparut, mais ossitout se representat ; au quel, a sa recherche, se rendit, qui d’abord la mar quat sur le bras gauche, ayant renié Dieux."
4876,"Du d m aling , confesse alors avoier receu dans un papier de la poussiere pour faire mourir les bestes, le quel papier s’estant trové parmi ses hardes dans un sien pasquet, que « l d es soldas In der hart » L’identification du lieu est incertaine, tout comme l’expression elle-même."
4877,"Il pourrait s’agir de Auf der Hardt et les soldats mentionnés, et ainsi désignés, auraient participé à la bataille de Fribourg-en-Brisgau (3, 5 et 9 août 1644), dans le cadre de la Guerre de Trente Ans ."
4878,", dela Bahle , luy enlevarent, l’ayant ilec rencontree."
4879,"Confesse avoier maleficié la fille du patisier des hospital dernier , que en morut, et l’enfant du patisier demourant au Cheval blanc , lequel partant ne mour eut pas, en luy frotant avec sa main s les jambes, en disant : Cest enfant ast bien des jambes mennues !"
4880,", croiant par la, partant, le faire mourier."
4881,"Dit et confesse avoier par son souffle inficié un pot d’eaux, du quel la mere du dit enfant beut, du ho rs du quel elle beut aussi et devient aussi bien malade que la dite patissiere, la quelle par un evomissement regorgat dite eaux que luy causat sa santé, ce que luy arivat de mesme, aiant jetté dite eaux beue vers le College dé peres jesuuistes , la quelle lui eut causé sa mort, ne feut qu’elle la rendit dehors."
4882,"Plus confesse par l’atuchement qu’elle fit sur le braz de l’enfant de Jean Bouche , l’avoier inficié a la mort ; et estant demandee le suject pour quoy elle volut m in ficier par la susdite eaux la patissiere du Cheval blanc , dit que p ar our ce qu’elle la tanset plusieurs fois de sortilege et sorcelerie ."
4883,"Confesse mesmement avoier maleficié certaine revandeuse de Berne , nommee Freni , par envie, puis que persone ne pouvoit rien avoier ni achepter devant elle sur le marché, l’ayant touchee sur le braz, a l’intention de la faire mourir, que partant ne mourout la desus, luy ayant ell enl evé le malefice en partie si tout apréz."
4884,"Finalement confesse avoier esté un fois a la secte , il ast 9 septmaines , vers Biene , ou il avoit quantité de monde ; et luy estant demandé le nombre, dict environs 20 persones, tou t s l d e braves hommes et femes, des quels mesfaicts en demande a Dieux et Leur Exellences bien humblement pardon."
4885,Der nächste Abschnitt betrifft den Prozess gegen Elsi Fontana-Zosso .
4886,SSRQ FR I/2/8 142.13-1 .
4887,"Gefangne Elisabeth Drau confesse librement d’avoir renié son Createur avant environ six anns et maleficié gens et bestail, et singulierement en ceste ville."
4888,Man soll mit ihren durch das völlige keyßerliche rechten fürfahren unndt streng ernsthafft über ihre complices und fernere unthaten peinlich erfragen.
4889,SSRQ FR I/2/8 142.14-1 .
4890,"Thurn , den 14 ten octobris 1649 H r großweibel Gemeint ist Franz Peter Vonderweid ."
4891,"H r oberster von Perroman , h r burgermeister Gottrauw H r Caspar von Montenach Junker Reyff , h r Cattella Elisabeth Drau , applicqué a la question 3 fois de la petite piere et par messieurs eig du droict examinee, confesse pendant la guere s’estre accostee a Colmar de deux soldas, un soir, qui l’ont recognu charnellement ."
4892,"Plus d’av ec oir avec de la resine faict mourir un chain , qui luy mang e oit son pain ; d’avoier aussi faict mourir trois soldas françois qu’estoint en cartier chez elle a Colmar , leur ayant dans un potage mis du vif argent sur l’in stigation de certaine femme voisine (que en fist le mesme au siens soldas), que luy fournit dit vif argent , pars par ce qu’il la tourmentoint ."
4893,"Davantage confesse avoier maleficié la porchere du Grand Hospital , demourant en la grange sur Les Places , luy ayant souflé 2 fois encontre et doné un poire, la quelle mourut peu de temps apréz en dite grange du dit Hospital ; avoier aussi faict mourir 4 gellines avec dez mietes de pain et de resine , et 5 porques avec de la pussie re que le maling esprit luy donnat a Bougan , vers Biene , il ast 3 ans , qu’elle espandit sur des chen, qu’il mangarent."
4894,"Par dite poussiere confesse aussi avoier faict mourir, au desous de Soleure , un jeusne taureaux, pour estre fort mechant et luy avoier gasté son lict et couche."
4895,"Plus avoier aussi par son attouchement inficié un homme mendiant du pais de Soleure , l’ayant volu battre pour ne l’avoier volu faire participant d’une aulsmone que certain seigneur passager luy avoit donné, ne pouvant partant sçavoier s’il en estoit mort."
4896,"Ce qu’elle fit mesmement a certaine filie mendiante, la quelle luy avoit volé volé s d e ces hardes , l’ayant de sa main frappé au vissage, qui ossitout luy enflat, la volant par la, la faire mourir."
4897,"Davantage une femme en un village proche d’ Iverdon , l’ayant chassé avec menace de baston en l’appellant vielle sorciere , confesse que, s’estant par aprés assise proche d’elle, l’av oier (la maleficiant ) touché le chevet de la teste, en quel lieu, i estant retourné quesquez jours apréz, receut qu’elle estoit morte."
4898,"Plus ast confessé qu’ayant en ceste ville touché certaine refugiee (presentement absente), demourant pour lors vers la porte de Romont , elle la maleficiat , d’ou elle en devient mahlade, que n’en mourut partant pas."
4899,"Finalement confesse avoier esté 5 fois a la secte : la premiere vers Biene , la 2 de vers Soleure , au dessous, la 3 e fois au proche de Nidauw , ou il avoit force monde, les deux dernieres fois a Berne , vers le vieux marché de blez, estant illec conduite par la Pitschiermachery , ou elle recogneu la belle soeur du defunct balif Riman d’ Avanche , belle femme qu’ast trois fillies, ainsi aussi encor la femme de monsieur Frichhertz decapité ci devant a Berne , le femme de Petter Rickli le tambour, la Schaffhußera et la Schindleri , ou il avoit encor grand nombre de grandes dames avec chaines d’or et d’hommes masquéz, les quels les quels dansoint au jou du viollon que certain menestrier de Zurich jouet."
4900,De quoy en demande bien humblement a Dieux et a Leur Exellences pardon.
4901,"Gefangne Elisabeth Drau , ein unholdin , hatt im halben zendtner über die nüwliche verjähung noch bekendt , das sie lüth und veech mit tüfflischem pulver maleficiert , unnd sye ettliche mahl in der seckht ge s w e h s en."
4902,"Unndt under anderen zwey mahl im kauffhuß zu Bern nachts erschinnen, da sie ettliche frauwlenen daselbsten gebührtig mit guldenen kötten gesehen, deren sie ettliche genambset."
4903,Sie soll mit dem grossen stein gefolteret werden.
4904,"Thurn , den 15 ten octobris 1649 H r großweibel Gemeint ist Franz Peter Vonderweid ."
4905,"H r oberster Peroman , h r burgermeister Gottrauw Junker Falk Catila , Reiff Elisabet Drau estant par trois fois applicquee a la question avec le quintal , dit que concernant frauw Schündeli , belle soeur du balif d’ Avanche defunct, elle mest en doubte l’avoier veue a la secte , ayant pour ce soubject bien consideré et ruminé ceste nuict cella, et a son dire qu'elle faict, parest re dir n e l’avoier cogneu ni veu."
4906,"De la dame du boursier Frischhertz , dit aulcunement sçavoier d’en avoier parlé hier a la torture , a la quelle feroit grand tord si elle l’avoit nommé ainsi, qu'elle vouloit dire certaine vefve d’un Frischhertz de basse condition, qu’est pauvre a present."
4907,"Persiste partant, a sa confession derniere , d’avoier veu a la secte a Berne , vers le vieux marché de blez, a unze heure de nuict , beaux coup de monde, hommes et femmes, qui dansiont au jou du violon que certain menestrier de contre Zurich jouait en dite secte , ou elle persiste n’avoier peu bonnement et par assurance cognoistre que la Pitschiergraberin , la Cristine et la Schaffusera ."
4908,"Confesse encor avoier esté a la secte vers Liechstel , territoire de Bahle , ou il avoit grand nombre de persones de divers d s exes et une table coverte de viandes, si estant pour lors faict les noupce de deux jeusnes fillies."
4909,"Finalement d c onfesse avec sa poussiere diabolicque, inficié lé gellines du Grand Hospital , en la grange sur Lé Places ."
4910,La desus demande a Dieux et a Leur Exellences bien humblement pardon.
